step,degree_2,degree_3,degree_4,degree_5,degree_6_plus,levenshtein_distance,mesh_distance,action,action_letters,reward
5,4,4,1,0,0,3.0,1.0,1,tpat,-26.0
5,4,4,1,0,0,4.0,1.0,0,tpata,-20.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,0,pta,31.0
5,4,4,1,0,0,3.0,1.0,1,ptat,24.0
5,4,4,1,0,0,4.0,1.0,1,ptatt,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,0,tttta,81.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,2,tap,-26.0
5,4,4,1,0,0,3.0,1.0,1,tapt,-26.0
5,4,4,1,0,0,4.0,1.0,0,tapta,-15.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,5,4,2,0,0,1.0,0.0,0,ata,90.0
5,5,4,2,0,0,2.0,0.0,1,atat,87.0
5,4,4,1,0,0,4.0,1.0,1,atatt,87.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,4.0,1.0,2,pp,-35.0
5,4,4,1,0,0,3.0,1.0,1,ppt,24.0
5,4,4,1,0,0,3.0,1.0,1,pptt,24.0
5,4,4,1,0,0,4.0,1.0,1,ppttt,24.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,3.0,1.0,2,ap,24.0
5,4,4,1,0,0,3.0,1.0,2,app,24.0
5,4,4,1,0,0,3.0,1.0,1,appt,24.0
5,4,4,1,0,0,4.0,1.0,1,apptt,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,3.0,1.0,1,tpt,24.0
5,4,4,1,0,0,3.0,1.0,1,tptt,24.0
5,4,4,1,0,0,4.0,1.0,2,tpttp,24.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,2.0,1.0,2,atp,81.0
5,4,4,1,0,0,2.0,1.0,2,atpp,81.0
5,4,4,1,0,0,4.0,1.0,1,atppt,74.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,1.0,1.0,1,att,136.0
5,4,4,1,0,0,1.0,1.0,1,attt,136.0
5,4,4,1,0,0,4.0,1.0,1,atttt,131.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,2,ttp,31.0
5,4,4,1,0,0,3.0,1.0,1,ttpt,24.0
5,4,4,1,0,0,4.0,1.0,1,ttptt,24.0
4,4,4,1,0,0,3.0,1.0,1,t,-26.0
4,4,4,1,0,0,2.0,1.0,1,tt,31.0
4,4,4,1,0,0,1.0,1.0,0,tta,36.0
4,4,4,1,0,0,4.0,1.0,0,ttaa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,3.0,1.0,2,tpp,-26.0
5,4,4,1,0,0,3.0,1.0,0,tppa,24.0
5,4,4,1,0,0,4.0,1.0,1,tppat,15.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,1.0,1.0,0,tta,36.0
5,4,4,1,0,0,2.0,1.0,1,ttat,31.0
5,4,4,1,0,0,4.0,1.0,0,ttata,37.0
3,4,4,1,0,0,3.0,1.0,1,t,-26.0
3,4,4,1,0,0,2.0,1.0,0,ta,-19.0
3,4,4,1,0,0,4.0,1.0,0,taa,-100.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,3.0,1.0,2,ap,24.0
5,4,4,1,0,0,2.0,1.0,1,apt,81.0
5,4,4,1,0,0,2.0,1.0,1,aptt,81.0
5,4,4,1,0,0,4.0,1.0,0,aptta,91.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,2,ttttp,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,1.0,1.0,0,ttta,136.0
5,4,4,1,0,0,4.0,1.0,1,tttat,131.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,2,ttp,31.0
5,4,4,1,0,0,3.0,1.0,1,ttpt,24.0
5,4,4,1,0,0,4.0,1.0,1,ttptt,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,1.0,1.0,0,tta,36.0
5,4,4,1,0,0,2.0,1.0,2,ttap,31.0
5,4,4,1,0,0,4.0,1.0,2,ttapp,24.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,1.0,1.0,1,att,136.0
5,4,4,1,0,0,1.0,1.0,1,attt,136.0
5,4,4,1,0,0,4.0,1.0,1,atttt,131.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,0,pa,-26.0
5,4,4,1,0,0,3.0,1.0,1,pat,24.0
5,5,4,2,0,0,2.0,0.0,0,pata,87.0
5,4,4,1,0,0,4.0,1.0,1,patat,-500.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,4.0,1.0,2,pp,-35.0
5,4,4,1,0,0,3.0,1.0,0,ppa,-26.0
5,4,4,1,0,0,4.0,1.0,1,ppat,-35.0
5,4,4,1,0,0,4.0,1.0,1,ppatt,-26.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,2,tap,-26.0
5,4,4,1,0,0,4.0,1.0,2,tapp,-35.0
5,4,4,1,0,0,4.0,1.0,1,tappt,-35.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,1.0,1.0,0,ttta,136.0
5,4,4,1,0,0,4.0,1.0,1,tttat,131.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,2,ttp,31.0
5,4,4,1,0,0,3.0,1.0,1,ttpt,24.0
5,4,4,1,0,0,4.0,1.0,1,ttptt,24.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,1,ptt,81.0
5,4,4,1,0,0,2.0,1.0,2,pttp,81.0
5,4,4,1,0,0,4.0,1.0,1,pttpt,74.0
4,4,4,1,0,0,3.0,1.0,1,t,-26.0
4,4,4,1,0,0,2.0,1.0,1,tt,31.0
4,4,4,1,0,0,1.0,1.0,0,tta,36.0
4,4,4,1,0,0,4.0,1.0,0,ttaa,-100.0
3,4,4,1,0,0,4.0,1.0,2,p,-35.0
3,4,4,1,0,0,3.0,1.0,0,pa,-26.0
3,4,4,1,0,0,4.0,1.0,0,paa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,2,tttp,81.0
5,4,4,1,0,0,4.0,1.0,1,tttpt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,2,tap,-26.0
5,4,4,1,0,0,3.0,1.0,1,tapt,-26.0
5,4,4,1,0,0,4.0,1.0,2,taptp,-26.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,1.0,1.0,0,tta,36.0
5,4,4,1,0,0,2.0,1.0,1,ttat,31.0
5,4,4,1,0,0,4.0,1.0,0,ttata,37.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,3.0,1.0,2,ptp,24.0
5,4,4,1,0,0,3.0,1.0,2,ptpp,24.0
5,4,4,1,0,0,4.0,1.0,0,ptppa,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,2.0,1.0,2,atp,81.0
5,4,4,1,0,0,2.0,1.0,1,atpt,81.0
5,4,4,1,0,0,4.0,1.0,1,atptt,81.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,1.0,1.0,0,tta,36.0
5,4,4,1,0,0,2.0,1.0,2,ttap,31.0
5,4,4,1,0,0,4.0,1.0,2,ttapp,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,2,ttp,31.0
5,4,4,1,0,0,3.0,1.0,1,ttpt,24.0
5,4,4,1,0,0,4.0,1.0,1,ttptt,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,1,tat,24.0
5,4,4,1,0,0,2.0,1.0,1,tatt,31.0
5,4,4,1,0,0,4.0,1.0,1,tattt,31.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,2,ttp,31.0
5,4,4,1,0,0,3.0,1.0,1,ttpt,24.0
5,4,4,1,0,0,4.0,1.0,1,ttptt,24.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,0,pta,31.0
5,4,4,1,0,0,3.0,1.0,1,ptat,24.0
5,4,4,1,0,0,4.0,1.0,0,ptata,30.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,0,pa,-26.0
5,4,4,1,0,0,3.0,1.0,1,pat,24.0
5,4,4,1,0,0,2.0,1.0,1,patt,31.0
5,4,4,1,0,0,4.0,1.0,1,pattt,31.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,1,ptt,81.0
5,4,4,1,0,0,2.0,1.0,1,pttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ptttt,74.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,1.0,1.0,1,att,136.0
5,4,4,1,0,0,1.0,1.0,1,attt,136.0
5,4,4,1,0,0,4.0,1.0,1,atttt,131.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,1,ptt,81.0
5,4,4,1,0,0,2.0,1.0,2,pttp,81.0
5,4,4,1,0,0,4.0,1.0,1,pttpt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,2,ttp,31.0
5,4,4,1,0,0,3.0,1.0,2,ttpp,24.0
5,4,4,1,0,0,4.0,1.0,1,ttppt,15.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,1.0,1.0,0,ttta,136.0
5,4,4,1,0,0,4.0,1.0,1,tttat,131.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,1.0,1.0,0,tta,36.0
5,4,4,1,0,0,2.0,1.0,1,ttat,31.0
5,4,4,1,0,0,4.0,1.0,1,ttatt,24.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,3.0,1.0,2,ap,24.0
5,4,4,1,0,0,2.0,1.0,1,apt,81.0
5,4,4,1,0,0,2.0,1.0,2,aptp,81.0
5,4,4,1,0,0,4.0,1.0,1,aptpt,74.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,3.0,1.0,2,ptp,24.0
5,4,4,1,0,0,3.0,1.0,1,ptpt,24.0
5,4,4,1,0,0,4.0,1.0,2,ptptp,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,1,tat,24.0
5,4,4,1,0,0,3.0,1.0,2,tatp,24.0
5,4,4,1,0,0,4.0,1.0,2,tatpp,24.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,2.0,1.0,2,atp,81.0
5,5,4,2,0,0,1.0,0.0,0,atpa,140.0
5,4,4,1,0,0,4.0,1.0,1,atpat,137.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,0,pa,-26.0
5,4,4,1,0,0,3.0,1.0,1,pat,24.0
5,4,4,1,0,0,2.0,1.0,1,patt,31.0
5,4,4,1,0,0,4.0,1.0,1,pattt,31.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,1,ptt,81.0
5,4,4,1,0,0,2.0,1.0,1,pttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ptttt,74.0
4,4,4,1,0,0,3.0,1.0,1,t,-26.0
4,4,4,1,0,0,2.0,1.0,1,tt,31.0
4,4,4,1,0,0,1.0,1.0,0,tta,36.0
4,4,4,1,0,0,4.0,1.0,0,ttaa,-100.0
3,4,4,1,0,0,4.0,1.0,2,p,-35.0
3,4,4,1,0,0,3.0,1.0,0,pa,-26.0
3,4,4,1,0,0,4.0,1.0,0,paa,-100.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,0,pta,31.0
5,4,4,1,0,0,3.0,1.0,1,ptat,24.0
5,4,4,1,0,0,4.0,1.0,1,ptatt,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,1.0,1.0,0,tta,36.0
5,4,4,1,0,0,2.0,1.0,1,ttat,31.0
5,4,4,1,0,0,4.0,1.0,1,ttatt,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,1.0,1.0,0,tta,36.0
5,4,4,1,0,0,2.0,1.0,1,ttat,31.0
5,4,4,1,0,0,4.0,1.0,2,ttatp,24.0
4,4,4,1,0,0,3.0,1.0,0,a,24.0
4,4,4,1,0,0,2.0,1.0,1,at,81.0
4,4,4,1,0,0,1.0,1.0,1,att,136.0
4,4,4,1,0,0,4.0,1.0,0,atta,400.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,3.0,1.0,2,ptp,24.0
5,4,4,1,0,0,2.0,1.0,0,ptpa,81.0
5,4,4,1,0,0,4.0,1.0,1,ptpat,74.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,1.0,1.0,1,att,136.0
5,4,4,1,0,0,1.0,1.0,1,attt,136.0
5,4,4,1,0,0,4.0,1.0,1,atttt,131.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,2,ttttp,74.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,4.0,1.0,2,pp,-35.0
5,4,4,1,0,0,3.0,1.0,0,ppa,-26.0
5,4,4,1,0,0,4.0,1.0,1,ppat,-35.0
5,4,4,1,0,0,4.0,1.0,1,ppatt,-26.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,1,ptt,81.0
5,4,4,1,0,0,2.0,1.0,1,pttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ptttt,74.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,4.0,1.0,2,pp,-35.0
5,4,4,1,0,0,3.0,1.0,0,ppa,-26.0
5,4,4,1,0,0,4.0,1.0,2,ppap,-35.0
5,4,4,1,0,0,4.0,1.0,1,ppapt,-35.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,1,ptt,81.0
5,4,4,1,0,0,1.0,1.0,0,ptta,136.0
5,4,4,1,0,0,4.0,1.0,1,pttat,131.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,2,ttttp,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,1,tat,24.0
5,4,4,1,0,0,2.0,1.0,1,tatt,31.0
5,4,4,1,0,0,4.0,1.0,2,tattp,31.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,1.0,1.0,1,att,136.0
5,4,4,1,0,0,1.0,1.0,2,attp,136.0
5,4,4,1,0,0,4.0,1.0,1,attpt,131.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,0,tttta,81.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,1.0,1.0,0,tta,36.0
5,4,4,1,0,0,2.0,1.0,1,ttat,31.0
5,4,4,1,0,0,4.0,1.0,1,ttatt,24.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,3.0,1.0,2,ap,24.0
5,4,4,1,0,0,2.0,1.0,1,apt,81.0
5,4,4,1,0,0,2.0,1.0,1,aptt,81.0
5,4,4,1,0,0,4.0,1.0,0,aptta,91.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
4,4,4,1,0,0,3.0,1.0,0,a,24.0
4,4,4,1,0,0,2.0,1.0,1,at,81.0
4,4,4,1,0,0,1.0,1.0,1,att,136.0
4,4,4,1,0,0,4.0,1.0,0,atta,400.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,1.0,1.0,1,att,136.0
5,4,4,1,0,0,1.0,1.0,1,attt,136.0
5,4,4,1,0,0,4.0,1.0,0,attta,143.0
6,4,4,1,0,0,3.0,1.0,1,t,-26.0
6,4,4,1,0,0,3.0,1.0,0,ta,24.0
6,4,4,1,0,0,2.0,1.0,1,tat,81.0
6,4,4,1,0,0,1.0,1.0,1,tatt,136.0
6,4,4,1,0,0,1.0,1.0,1,tattt,136.0
6,4,4,1,0,0,4.0,1.0,1,tatttt,131.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,4.0,1.0,2,pp,-35.0
5,4,4,1,0,0,3.0,1.0,1,ppt,24.0
5,4,4,1,0,0,3.0,1.0,1,pptt,24.0
5,4,4,1,0,0,4.0,1.0,2,ppttp,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,3.0,1.0,2,tpp,-26.0
5,4,4,1,0,0,3.0,1.0,0,tppa,24.0
5,4,4,1,0,0,4.0,1.0,1,tppat,15.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,1.0,1.0,1,att,136.0
5,4,4,1,0,0,1.0,1.0,1,attt,136.0
5,4,4,1,0,0,4.0,1.0,0,attta,143.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,1.0,1.0,0,tta,36.0
5,4,4,1,0,0,2.0,1.0,1,ttat,31.0
5,4,4,1,0,0,4.0,1.0,1,ttatt,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,1,tat,24.0
5,4,4,1,0,0,3.0,1.0,2,tatp,24.0
5,4,4,1,0,0,4.0,1.0,1,tatpt,24.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,5,4,2,0,0,1.0,0.0,0,ata,90.0
5,5,4,2,0,0,2.0,0.0,1,atat,87.0
5,4,4,1,0,0,4.0,1.0,2,atatp,87.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,1.0,1.0,0,ttta,136.0
5,4,4,1,0,0,4.0,1.0,1,tttat,131.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,3.0,1.0,2,tpp,-26.0
5,4,4,1,0,0,4.0,1.0,1,tppt,-35.0
5,4,4,1,0,0,4.0,1.0,2,tpptp,-35.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,1.0,1.0,0,ttta,136.0
5,4,4,1,0,0,4.0,1.0,1,tttat,131.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,2,ttp,31.0
5,4,4,1,0,0,3.0,1.0,1,ttpt,24.0
5,4,4,1,0,0,4.0,1.0,0,ttpta,31.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,3.0,1.0,1,tpt,24.0
5,4,4,1,0,0,2.0,1.0,0,tpta,81.0
5,4,4,1,0,0,4.0,1.0,1,tptat,74.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,1,ptt,81.0
5,4,4,1,0,0,2.0,1.0,1,pttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ptttt,74.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,0,pa,-26.0
5,4,4,1,0,0,3.0,1.0,1,pat,24.0
5,5,4,2,0,0,2.0,0.0,0,pata,87.0
5,4,4,1,0,0,4.0,1.0,0,pataa,87.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,1.0,1.0,0,tta,36.0
5,4,4,1,0,0,2.0,1.0,1,ttat,31.0
5,4,4,1,0,0,4.0,1.0,1,ttatt,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,1,tttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ttttt,74.0
4,4,4,1,0,0,3.0,1.0,0,a,24.0
4,4,4,1,0,0,2.0,1.0,1,at,81.0
4,4,4,1,0,0,1.0,1.0,1,att,136.0
4,4,4,1,0,0,4.0,1.0,0,atta,400.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,4.0,1.0,2,pp,-35.0
5,4,4,1,0,0,3.0,1.0,1,ppt,24.0
5,4,4,1,0,0,3.0,1.0,1,pptt,24.0
